Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Carrum Downs,4,h,647000,34.9,4,2,4,688,204,2002,Frankston City Council
Chadstone,3,t,930000,11.7,3,2,1,0,127,2011,Monash City Council
Coburg,2,h,760000,6.7,2,1,2,378,105,1920,Darebin City Council
Coburg,2,t,876000,6.7,2,2,1,134,100,2014,Darebin City Council
Collingwood,1,u,365000,2,1,1,0,0,46,1960,Yarra City Council
Collingwood,3,h,1297000,2,3,2,0,186,137,1890,Yarra City Council
Croydon,5,h,865000,23,4,2,2,974,200,1975,Maroondah City Council
Croydon,4,h,760000,23,4,2,2,815,140,1960,Maroondah City Council
Croydon,3,h,725000,23,3,1,2,802,105,1980,Maroondah City Council
Croydon,4,h,1120000,23,4,2,2,864,228,2008,Maroondah City Council
Dandenong North,4,h,930000,24.7,4,2,1,830,200,1980,Greater Dandenong City Council
Deer Park,3,h,557000,14.8,3,1,2,539,148,1985,Brimbank City Council
Deer Park,3,h,650000,14.8,3,1,2,697,135,1955,Brimbank City Council
Dingley Village,3,h,806000,22.2,3,2,1,539,134,1968,Kingston City Council
Doncaster,4,h,1663000,12.4,4,3,2,674,250,1982,Manningham City Council
Doncaster East,4,h,1310000,14.3,4,3,2,706,200,1970,Manningham City Council
Doncaster East,3,h,1530000,14.3,3,2,2,798,160,1978,Manningham City Council
Donvale,2,t,630000,16.1,2,1,1,196,100,2000,Manningham City Council
Eaglemont,3,h,1300000,8.9,3,1,2,615,138,1950,Banyule City Council
Edithvale,5,h,1260000,27,5,6,3,900,178,1960,Kingston City Council
Eltham,3,h,655000,18,3,1,2,197,108,2009,Banyule City Council
Elwood,1,u,435000,7.2,1,1,1,1192,44,2009,Port Phillip City Council
Epping,3,h,490000,19.6,3,2,2,375,155,2012,Whittlesea City Council
Epping,2,h,417500,19.6,2,1,1,157,102,2000,Whittlesea City Council
Essendon,3,h,1398000,7.5,3,2,1,445,182,1960,Moonee Valley City Council
Ferntree Gully,3,t,664000,24.8,3,2,1,219,138,2010,Knox City Council
Fitzroy,2,u,790000,2.1,2,1,2,6367,75,1930,Yarra City Council
Fitzroy,2,u,830000,2.1,2,2,1,4421,84,2011,Yarra City Council
Fitzroy,1,u,456000,2.1,1,1,1,0,51,2011,Yarra City Council
Frankston,3,h,565000,38,3,1,2,713,155,1980,Frankston City Council
Frankston South,3,h,810000,38,3,1,2,835,118,1960,Frankston City Council
Gladstone Park,4,h,749000,12.9,4,2,2,561,160,1970,Hume City Council
Glen Iris,1,u,260000,7.3,1,1,1,0,38,1950,Boroondara City Council
Glen Iris,1,u,330000,7.3,1,1,1,0,44,1960,Boroondara City Council
Glen Iris,2,u,501000,7.3,2,1,1,2015,77,1960,Boroondara City Council
Glen Waverley,3,h,1070000,16.7,3,2,1,839,116,1970,Monash City Council
Glenroy,4,h,700000,11.2,4,2,1,655,82,1950,Moreland City Council
Glenroy,2,t,400000,11.2,2,1,1,102,70,2012,Moreland City Council
Glenroy,2,h,675000,11.2,2,2,1,248,99,2011,Moreland City Council
Greensborough,3,h,866000,16.1,3,2,2,743,147,1980,Banyule City Council
Greenvale,5,h,800000,20.4,5,3,2,544,332,2008,Hume City Council
Hadfield,3,h,735000,11.2,3,1,1,626,122,1950,Moreland City Council
Hadfield,2,t,595000,11.2,2,2,1,201,111,2005,Moreland City Council
Hampton East,2,t,771000,13.8,2,1,1,0,99,1992,Bayside City Council
Hampton Park,3,h,400000,33.3,3,1,1,301,98,1998,Casey City Council
Hawthorn,1,u,455000,5.3,1,1,1,0,49,1960,Boroondara City Council
Hawthorn East,2,u,615888,6.2,2,1,1,915,73,1970,Boroondara City Council
Highett,4,h,1820000,16,4,2,2,680,680,2006,Bayside City Council
Hughesdale,5,h,1475000,12.3,5,2,3,548,157,1920,Monash City Council
Ivanhoe,5,h,2100000,7.8,5,3,2,740,222,1960,Banyule City Council
Ivanhoe,2,h,1320000,7.8,2,1,0,620,114,1920,Banyule City Council
Jacana,2,h,575500,14,2,1,1,662,98,1960,Hume City Council
Keilor,4,h,635000,14.5,4,2,2,531,138,1975,Brimbank City Council
Keilor Downs,3,h,620000,15.5,3,1,4,650,100,1985,Brimbank City Council
Keilor East,5,h,1005000,11.7,5,3,2,596,176,1970,Brimbank City Council
Keilor Park,3,h,700000,10.4,3,1,1,590,130,1970,Brimbank City Council
Kensington,1,u,390000,3.4,1,1,1,0,60,2000,Melbourne City Council
Kew,3,h,1410000,5.4,3,1,1,404,113,1930,Boroondara City Council
Lalor,3,h,710500,16.3,3,2,1,655,120,1975,Whittlesea City Council
Lalor,3,h,752000,16.3,3,1,2,604,102,1950,Whittlesea City Council
Lalor,3,h,622000,16.3,3,1,2,575,113,1970,Whittlesea City Council
Maidstone,3,t,650000,6.4,3,2,2,159,128,2016,Maribyrnong City Council
Maidstone,2,u,435000,6.4,2,2,1,0,96,2017,Maribyrnong City Council
Maribyrnong,4,h,1340000,4.3,4,1,3,697,155,1920,Maribyrnong City Council
Meadow Heights,3,h,450000,17.4,3,1,1,702,96,1970,Hume City Council
Meadow Heights,3,h,440000,17.4,3,1,2,570,112,1992,Hume City Council
Melton,4,h,550000,31.7,4,2,2,1241,194,1970,Melton City Council
Melton,3,h,373500,31.7,3,2,2,586,118,1980,Melton City Council
Mentone,2,u,640000,20,2,1,1,128,72,1972,Kingston City Council
Mentone,3,t,940000,20,3,1,2,331,157.9352,1989,Kingston City Council
Mill Park,3,h,705000,17.9,3,2,2,840,161,1970,Whittlesea City Council
Mill Park,4,h,790000,17.9,4,2,2,530,186,1990,Whittlesea City Council
Mill Park,5,h,704500,17.9,5,3,2,656,130,1970,Whittlesea City Council
Mill Park,4,h,550000,17.9,4,2,1,531,175,1970,Whittlesea City Council
Mill Park,5,h,598000,17.9,5,3,1,531,122,1990,Whittlesea City Council
Mill Park,3,h,592000,17.9,3,1,1,622,128,1992,Whittlesea City Council
Mill Park,3,h,602000,17.9,3,1,1,546,136,1977,Whittlesea City Council
Montrose,4,h,735000,28.8,4,2,2,846,160,1980,Yarra Ranges Shire Council
Moonee Ponds,4,h,1270000,6.2,4,1,3,478,152,1925,Moonee Valley City Council
Mooroolbark,3,h,650000,26.5,3,2,2,1103,126.8,1976,Yarra Ranges Shire Council
Mordialloc,4,h,1400000,21.5,4,2,2,530,313,2007,Kingston City Council
Mordialloc,3,t,1627000,21.5,3,2,2,304,233,2007,Kingston City Council
Mount Waverley,3,h,1850000,14.2,3,1,1,717,153,1960,Monash City Council
Murrumbeena,4,h,1820000,10.1,4,2,1,632,265,1915,Glen Eira City Council
North Melbourne,2,u,785000,1.8,2,2,1,0,95,2008,Melbourne City Council
Nunawading,2,u,676000,15.4,2,1,1,149,84,1970,Manningham City Council
Nunawading,3,h,1002000,15.4,3,1,2,598,143,1960,Manningham City Council
Nunawading,4,t,1175000,15.4,4,3,2,289,170,2011,Manningham City Council
Oakleigh East,3,h,875000,12.3,3,2,2,295,144,2006,Monash City Council
Oakleigh South,4,u,774000,15.5,4,2,2,0,147,2000,Kingston City Council
Ormond,1,u,327000,11.4,1,1,1,0,32,1960,Glen Eira City Council
Ormond,4,h,1900000,11.4,4,2,2,700,210,1920,Glen Eira City Council
Parkdale,4,h,2185000,21.5,4,2,3,220,213,2010,Kingston City Council
Pascoe Vale,3,h,1210000,8.5,3,2,1,330,226,2012,Moreland City Council
Reservoir,1,h,351000,12,1,1,1,168,63,1950,Darebin City Council
Ringwood,4,h,1725000,19.9,4,2,2,1016,310,2002,Maroondah City Council
Ringwood,2,h,633000,19.9,2,1,2,123,95,2005,Maroondah City Council
Ringwood East,4,h,1090000,21.3,4,1,2,894,115,1950,Maroondah City Council
Rowville,4,h,936000,23.5,4,2,2,675,190,1980,Knox City Council
Rowville,3,h,860000,23.5,3,2,2,537,220,2001,Knox City Council
Sandringham,4,h,850000,15.2,4,3,2,709,327,2017,Bayside City Council
Seaford,4,h,800000,35.4,4,2,0,1151,207,1969,Frankston City Council
South Melbourne,3,h,1720000,1.9,3,2,2,81,137,1998,Port Phillip City Council
South Morang,3,h,690000,20.5,3,2,2,545,196,2005,Whittlesea City Council
South Morang,4,h,875000,20.5,4,2,2,613,332,2004,Whittlesea City Council
South Morang,3,t,420000,20.5,3,2,2,155,101,2011,Whittlesea City Council
South Morang,4,h,677500,20.5,4,2,2,609,195,2005,Whittlesea City Council
South Yarra,2,u,600000,2.7,2,1,1,876,62,1972,Melbourne City Council
South Yarra,2,u,762500,2.7,2,1,1,17200,79,2003,Melbourne City Council
South Yarra,4,h,1855500,2.7,4,2,1,176,216,1880,Melbourne City Council
Spotswood,2,h,802000,6.2,2,1,1,174,100.6,1900,Hobsons Bay City Council
St Albans,4,h,631000,14,4,1,3,559,158,1970,Brimbank City Council
St Albans,3,h,582000,14,3,1,0,674,94,1960,Brimbank City Council
St Kilda,1,u,468000,5,1,1,1,0,55,2000,Port Phillip City Council
St Kilda,1,u,470000,5,1,1,1,548,44.4,2009,Port Phillip City Council
Strathmore,3,u,750000,8.2,3,2,2,288,94,1970,Moonee Valley City Council
Sunbury,4,h,410000,31.7,4,2,2,587,164,1986,Hume City Council
Sunbury,4,h,512500,31.7,4,2,2,581,139,1960,Hume City Council
Sunshine,3,h,830500,10.5,3,1,2,508,111,1950,Brimbank City Council
Sunshine West,3,h,551000,10.5,3,1,2,613,105,1974,Brimbank City Council
Sunshine West,3,h,450000,10.5,3,1,2,283,104,1970,Brimbank City Council
Templestowe,4,h,1635000,15.5,4,3,2,896,215,1985,Manningham City Council
Templestowe Lower,3,h,1138000,12.4,3,2,2,706,184,1970,Manningham City Council
The Basin,3,h,477000,27,3,1,1,518,102,1960,Knox City Council
Thomastown,3,h,605000,15.3,3,1,2,533,114,1975,Whittlesea City Council
Thomastown,3,h,610000,15.3,3,1,2,544,131,1970,Whittlesea City Council
Thomastown,3,h,580000,15.3,3,1,2,538,140,1975,Whittlesea City Council
Thornbury,1,u,415000,7,1,1,1,0,39,1970,Darebin City Council
Thornbury,2,h,905000,7,2,1,0,225,100,1960,Darebin City Council
Truganina,3,h,451000,18.4,3,2,2,347,134,2010,Melton City Council
Tullamarine,4,h,895000,12.9,4,2,2,700,267,1999,Brimbank City Council
Tullamarine,4,h,586000,12.9,4,1,3,0,158,1975,Brimbank City Council
Wantirna South,4,h,1055000,14.7,4,2,2,652,203,1997,Knox City Council
Werribee,3,h,529000,14.7,3,2,2,847,143,1980,Wyndham City Council
Werribee,3,h,484000,14.7,3,1,0,531,100,1960,Wyndham City Council
West Melbourne,2,u,670000,3.1,2,1,1,17,90,1996,Melbourne City Council
West Melbourne,2,u,510000,3.1,2,1,1,75,66,2007,Melbourne City Council
Westmeadows,3,h,410000,16.5,3,1,2,542,107,1970,Hume City Council
Windsor,1,u,410000,4.6,1,1,1,0,51,1960,Port Phillip City Council
Wyndham Vale,4,h,478000,27.2,4,2,2,400,151.54,2008,Wyndham City Council
Yarraville,3,h,1285000,6.3,3,1,1,284,124,1900,Maribyrnong City Council
Abbotsford,3,h,1635000,3,3,1,0,142,130,1880,Yarra City Council
Altona,3,h,1225000,11,3,1,1,697,132,1970,Hobsons Bay City Council
Altona,3,u,767000,11,3,2,1,305,132,2005,Hobsons Bay City Council
Altona Meadows,4,h,810000,15.5,4,2,2,749,180.9,1989,Hobsons Bay City Council
Armadale,2,u,821000,6.3,2,2,1,3093,75,2006,Stonnington City Council
Ashburton,4,t,1520000,10.2,4,3,2,267,190,2012,Boroondara City Council
Ashburton,3,h,2299500,10.2,3,2,3,634,230,1940,Boroondara City Council
Balwyn,4,h,2360000,7.9,4,3,2,848,214,1926,Boroondara City Council
Balwyn North,4,h,1460000,9.7,4,2,2,433,185,1955,Boroondara City Council
Bentleigh,4,t,1280000,11.4,4,3,2,306,200,2014,Glen Eira City Council
Bentleigh,4,t,1750000,11.4,4,3,2,429,262,2013,Glen Eira City Council
Blackburn,3,h,1100000,13.4,3,1,2,492,124,1957,Whitehorse City Council
Blackburn North,4,h,1250000,13.4,4,2,2,580,161,1965,Whitehorse City Council
Briar Hill,3,h,830000,16.1,3,1,2,905,183,1962,Banyule City Council
Brighton,4,h,4050000,10.5,4,4,4,508,465,2011,Bayside City Council
Brighton,4,h,2210000,10.5,4,2,1,396,175,1908,Bayside City Council
Brighton East,3,h,1680000,10.3,3,1,2,605,181,1920,Bayside City Council
Brighton East,2,u,890000,10.3,2,1,2,275,106,1970,Bayside City Council
Broadmeadows,3,h,632000,14,3,1,4,697,100,1960,Hume City Council
Brunswick,3,h,1310000,5.2,3,1,1,302,91,1910,Moreland City Council
Brunswick West,4,h,1500000,5.2,4,2,3,444,256,1997,Moreland City Council
Bulleen,4,h,1751000,10.8,4,3,4,646,320,1998,Manningham City Council
Bundoora,4,t,685000,12.1,4,2,1,287,152,1990,Banyule City Council
Bundoora,4,h,725000,12.1,4,1,2,542,130,1980,Banyule City Council
Bundoora,2,t,505000,12.1,2,1,2,90,90,1995,Banyule City Council
Bundoora,4,h,1253000,12.1,4,2,2,760,366,2000,Banyule City Council
Burwood,4,h,1390000,10.4,4,2,1,627,196,1950,Monash City Council
Canterbury,4,h,2725000,8.4,4,2,2,650,275,2006,Boroondara City Council
Caroline Springs,4,h,870000,14.8,4,2,2,463,307,2012,Melton City Council
Carrum Downs,3,h,552500,34.9,3,2,2,779,147,1988,Frankston City Council
Caulfield North,4,h,1925000,7.8,4,2,2,494,176,1900,Glen Eira City Council
Chadstone,4,h,995000,11.7,4,2,1,402,131,1960,Monash City Council
Cheltenham,4,h,1200000,17.9,4,2,4,679,190,1960,Bayside City Council
Clarinda,4,h,1241000,17.5,4,2,2,625,625,1950,Kingston City Council
Clayton,4,h,1250000,16.7,4,1,1,711,96,1960,Monash City Council
Clayton,3,h,729500,16.7,3,1,1,270,218,1970,Monash City Council
Collingwood,2,u,560000,2,2,1,1,0,60,1975,Yarra City Council
Craigieburn,4,h,565000,20.6,4,2,2,482,207,2012,Hume City Council
Craigieburn,4,h,615000,20.6,4,2,2,756,222,2001,Hume City Council
Craigieburn,4,h,548000,20.6,4,2,2,400,171,2010,Hume City Council
Craigieburn,3,h,716000,20.6,3,2,6,1005,160,1995,Hume City Council
Croydon,3,h,730000,23,3,2,2,269,150,2007,Maroondah City Council
Croydon North,3,h,766000,23,3,2,2,507,128,1960,Maroondah City Council
Deepdene,4,t,1680000,7.9,4,2,1,254,172,1995,Boroondara City Council
Delahey,3,h,475000,18,3,2,2,358,106,1990,Brimbank City Council
Diamond Creek,3,h,815000,21.8,3,2,3,790,135,1980,Nillumbik Shire Council
Diggers Rest,6,h,615000,27.7,6,3,1,850,254,1980,Hume City Council
Donvale,5,h,1328000,16.1,5,3,3,785,252,1980,Manningham City Council
East Melbourne,2,u,1300000,1.3,2,2,1,997,92,2001,Melbourne City Council
Eltham,4,h,762000,18,4,2,2,573,180,1980,Banyule City Council
Eltham North,3,h,900000,18,3,2,2,812,129,1980,Banyule City Council
Elwood,4,h,3175000,7.2,4,2,3,558,174,1900,Port Phillip City Council
Elwood,2,u,520000,7.2,2,1,1,3256,74,1970,Port Phillip City Council
Essendon,4,h,2165000,7.5,4,2,3,951,238,1930,Moonee Valley City Council
Essendon,5,h,2050000,7.5,5,3,3,663,419,1930,Moonee Valley City Council
Essendon,4,h,1500000,7.5,4,2,2,465,148,1940,Moonee Valley City Council
Fitzroy,1,u,545000,2.1,1,1,1,1730,60,2011,Yarra City Council
Fitzroy North,3,h,1705000,3.6,3,1,1,139,116,1900,Moreland City Council
Flemington,3,h,1220000,3.4,3,1,1,293,104,1900,Melbourne City Council
Footscray,2,u,455000,5.1,2,1,1,0,62,2015,Maribyrnong City Council
Footscray,2,t,575000,5.1,2,2,1,88,94.5,2000,Maribyrnong City Council
Gisborne,3,h,775000,45.9,3,2,4,1290,231,1988,Macedon Ranges Shire Council
Gladstone Park,3,h,629000,12.9,3,1,2,552,136,1980,Hume City Council
Glen Iris,5,h,3400000,7.3,5,3,2,720,392,1950,Boroondara City Council
Glen Iris,1,u,320000,7.3,1,1,0,0,49,1960,Boroondara City Council
Glen Iris,4,h,2165000,7.3,4,3,2,409,255,2016,Boroondara City Council
Glen Iris,2,u,851000,7.3,2,1,1,100,87,1960,Boroondara City Council
Glen Waverley,3,h,1311000,16.7,3,2,1,853,28,1972,Monash City Council
Glenroy,2,u,565000,11.2,2,1,2,193,105,1995,Moreland City Council
Glenroy,3,h,770000,11.2,3,1,2,604,132,1960,Moreland City Council
Greensborough,3,h,714000,16.1,3,1,1,594,95,1993,Banyule City Council
Greensborough,3,h,815000,16.1,3,2,2,609,168,1980,Banyule City Council
Hampton East,3,h,1345000,13.8,3,1,1,587,131,1950,Bayside City Council
Hawthorn,1,u,420000,5.3,1,1,1,0,47,2004,Boroondara City Council
Hawthorn,2,h,1857000,5.3,2,1,1,230,116.65,1890,Boroondara City Council
Hawthorn,3,h,1425000,5.3,3,1,1,333,108,1930,Boroondara City Council
Hawthorn,3,h,1910000,5.3,3,2,2,242,165,1990,Boroondara City Council
Hawthorn,3,h,1485000,5.3,3,2,2,0,139,1975,Boroondara City Council
Hawthorn East,1,u,505000,6.2,1,1,1,0,52,1960,Boroondara City Council
Heathmont,3,h,912000,21.3,3,2,2,471,144,1965,Maroondah City Council
Heidelberg,2,u,450000,8.9,2,1,0,2020,68,1998,Banyule City Council
Heidelberg Heights,4,h,1645000,8.8,4,2,4,596,120,1930,Banyule City Council
Hillside,4,h,580000,18,4,2,2,600,174,2002,Brimbank City Council
Hughesdale,4,h,1570000,12.3,4,2,1,455,170,1900,Monash City Council
Hurstbridge,5,h,790000,26.1,5,2,2,1034,225,1985,Nillumbik Shire Council
Jacana,3,h,550000,14,3,1,2,704,94,1950,Hume City Council
Kensington,3,h,1225000,3.4,3,2,2,223,122,1940,Melbourne City Council
Kew,3,h,1510000,5.4,3,1,2,446,115,1960,Boroondara City Council
Kew,3,t,1007000,5.4,3,2,1,0,114,1977,Boroondara City Council
Kew,2,u,860000,5.4,2,2,1,0,108,1950,Boroondara City Council
Kingsville,3,u,570000,6.4,3,1,1,118,86,1970,Maribyrnong City Council
Kingsville,3,h,900000,6.4,3,1,1,275,11,1936,Maribyrnong City Council
Kurunjang,4,h,345000,31.7,4,1,0,651,150,2000,Melton City Council
Lalor,3,t,463000,16.3,3,2,2,114,88,2014,Whittlesea City Council
Maidstone,2,t,642500,6.4,2,2,1,126,95,2015,Maribyrnong City Council
Maidstone,3,h,798000,6.4,3,2,2,159,152,2010,Maribyrnong City Council
Maidstone,3,t,710000,6.4,3,2,2,186,134.6,2011,Maribyrnong City Council
Malvern,4,h,4050000,5.9,4,3,2,787,282,1915,Stonnington City Council
Malvern,3,h,1650000,5.9,3,1,2,354,117,1880,Stonnington City Council
Malvern,3,h,2020000,5.9,3,2,2,400,216,2007,Stonnington City Council
Malvern East,3,h,2500000,8.4,3,3,3,1011,206,1925,Stonnington City Council
Malvern East,3,h,2500000,8.4,3,1,2,1128,110,1950,Stonnington City Council
Maribyrnong,3,h,1200000,4.3,3,2,2,352,204,1997,Maribyrnong City Council
Maribyrnong,3,t,940000,4.3,3,2,2,366,183.84,2012,Maribyrnong City Council
McKinnon,2,h,1200000,11.4,2,1,2,397,96,1940,Glen Eira City Council
Melton West,4,h,600000,31.7,4,2,2,935,210,2005,Melton City Council
Mentone,4,h,2025000,20,4,2,2,408,274,2010,Kingston City Council
Mernda,4,h,630000,25.9,4,2,2,475,220,2012,Whittlesea City Council
Moonee Ponds,3,h,1225000,6.2,3,2,2,674,141,1920,Moonee Valley City Council
Mordialloc,4,h,1800000,21.5,4,2,2,656,303,1950,Kingston City Council
Mount Waverley,3,t,900000,14.2,3,2,2,344,3,2000,Monash City Council
Mount Waverley,5,h,2558000,14.2,5,5,2,667,431,2015,Monash City Council
Newport,3,t,730000,6.2,3,2,2,200,126.7,2005,Hobsons Bay City Council
Niddrie,3,h,1230000,10.4,3,2,1,324,207,2016,Moonee Valley City Council
Oakleigh South,2,u,601000,15.5,2,1,1,0,62,1980,Kingston City Council
Ormond,1,u,370000,11.4,1,1,1,2029,54,2009,Glen Eira City Council
Pascoe Vale,3,t,900000,8.5,3,2,1,0,149,2014,Moreland City Council
Pascoe Vale,1,u,257500,8.5,1,1,1,0,35,1970,Moreland City Council
Pascoe Vale,1,u,257500,8.5,1,1,1,995,35,1970,Moreland City Council
Pascoe Vale,3,h,1114000,8.5,3,2,2,256,190,2017,Moreland City Council
Point Cook,3,h,520000,14.7,3,2,2,312,185,2014,Wyndham City Council
Port Melbourne,2,u,760000,3.5,2,2,1,0,77,2013,Melbourne City Council
Prahran,4,h,2635000,4.6,4,2,2,401,154,1910,Stonnington City Council
Prahran,2,h,1250000,4.6,2,1,0,192,100,1910,Stonnington City Council
Prahran,1,u,400000,4.6,1,1,2,0,50,1960,Stonnington City Council
Prahran,4,h,4200000,4.6,4,2,2,787,275,1930,Stonnington City Council
Prahran,2,u,626000,4.6,2,1,2,0,78,2000,Stonnington City Council
Preston,4,h,1148000,8.4,4,1,2,552,140,1940,Darebin City Council
Reservoir,3,h,935000,12,3,1,2,529,99,1960,Darebin City Council
Reservoir,3,h,510000,12,3,2,2,292,119,1950,Darebin City Council
Reservoir,4,h,755000,12,4,2,2,479,157,1995,Darebin City Council
Reservoir,4,h,1200000,12,4,2,2,499,260,1940,Darebin City Council
Ringwood,3,h,800000,19.9,3,2,1,461,133,2005,Maroondah City Council
Rosanna,5,h,1170000,8.9,5,3,3,694,210,1975,Banyule City Council
Scoresby,3,h,870000,22.2,3,2,2,590,151,1981,Knox City Council
South Melbourne,4,h,1800000,1.9,4,3,1,153,93,1900,Port Phillip City Council
South Morang,4,h,485000,20.5,4,2,2,196,163,2008,Whittlesea City Council
South Yarra,2,u,1350000,2.7,2,2,1,0,109,1930,Melbourne City Council
South Yarra,1,u,410000,2.7,1,1,1,0,50,1960,Melbourne City Council
St Kilda,2,u,701000,5,2,1,0,0,107,1950,Port Phillip City Council
St Kilda,4,h,1600000,5,4,2,3,613,160,1910,Port Phillip City Council
Strathmore,7,h,2000000,8.2,7,3,4,608,355,1999,Moonee Valley City Council
Strathmore,4,h,1610000,8.2,4,3,2,861,274,1955,Moonee Valley City Council
Sunshine,3,h,700000,10.5,3,2,1,485,130,1950,Brimbank City Council
Sunshine,2,h,615000,10.5,2,1,0,418,94,1940,Brimbank City Council
Surrey Hills,5,h,2400000,10.2,5,3,2,593,309,2016,Boroondara City Council
Tarneit,4,h,505000,18.4,4,2,2,498,167,2010,Wyndham City Council
Tarneit,4,h,560000,18.4,4,2,2,452,159,2009,Wyndham City Council
Templestowe,4,h,1205000,15.5,4,2,2,646,167,1980,Manningham City Council
Templestowe,5,h,1750000,15.5,5,3,2,787,334,1990,Manningham City Council
Templestowe Lower,5,h,1410000,12.4,5,2,2,648,250,1975,Manningham City Council
Thomastown,3,h,670000,15.3,3,2,2,541,121,1980,Whittlesea City Council
Toorak,3,u,1860000,4.1,3,2,2,0,176,1930,Stonnington City Council
Toorak,3,u,1350000,4.1,3,2,1,187,133,1940,Stonnington City Council
Vermont,4,h,980000,17.2,4,2,0,539,192,1978,Maroondah City Council
Werribee,4,h,455000,14.7,4,1,4,534,101,1983,Wyndham City Council
Werribee,3,h,455000,14.7,3,1,1,610,125,1980,Wyndham City Council
West Footscray,4,h,1276000,6.4,4,2,1,323,130,1945,Maribyrnong City Council
Wheelers Hill,4,h,1157000,16.7,4,2,2,752,162,1971,Monash City Council
Wheelers Hill,5,h,1100000,16.7,5,2,2,672,237,1970,Monash City Council
Wyndham Vale,4,h,500000,27.2,4,2,1,512,179,2005,Wyndham City Council
Yarraville,4,h,1142000,6.3,4,3,2,234,176,2012,Maribyrnong City Council
Yarraville,2,h,780000,6.3,2,1,1,178,84,2013,Maribyrnong City Council
Altona,4,h,935000,11,4,2,2,629,180,1985,Hobsons Bay City Council
Altona,3,t,815000,11,3,2,2,159,130,2014,Hobsons Bay City Council
Altona North,3,u,451500,9.4,3,1,1,180,88,1965,Hobsons Bay City Council
Ascot Vale,3,u,825000,4.3,3,2,2,2905,164,2005,Moonee Valley City Council
Ascot Vale,2,u,425500,4.3,2,1,1,1727,82,1960,Moonee Valley City Council
Ascot Vale,3,h,1306000,4.3,3,1,0,199,126,1900,Moonee Valley City Council
Ashwood,3,h,1420000,10.2,3,1,1,726,130,1965,Monash City Council
Aspendale,3,t,805000,21.5,3,2,2,0,164,2006,Kingston City Council
Avondale Heights,4,h,934000,9.5,4,2,1,581,163,1975,Moonee Valley City Council
Balwyn,3,h,2330000,7.9,3,2,4,656,210,1970,Boroondara City Council
Bayswater North,3,h,762000,23.2,3,2,2,792,148,1980,Maroondah City Council
Blackburn,3,h,1070000,13.4,3,1,2,448,96,1950,Whitehorse City Council
Blackburn North,2,u,706000,13.4,2,1,1,305,305,1940,Whitehorse City Council
Boronia,3,h,785000,25,3,2,2,723,138,1980,Knox City Council
Boronia,4,h,950000,25,4,2,4,2033,255,1970,Knox City Council
Brighton,4,h,2800000,10.5,4,3,2,498,226,1900,Bayside City Council
Brighton,1,u,290000,10.5,1,1,1,0,35,1960,Bayside City Council
Broadmeadows,3,h,570500,14,3,1,1,640,92,1965,Hume City Council
Broadmeadows,4,h,631000,14,4,2,2,696,158,1960,Hume City Council
Brooklyn,2,u,372100,6.4,2,1,1,0,66,2000,Brimbank City Council
Brunswick,4,h,1350000,5.2,4,2,1,372,184,1920,Moreland City Council
Brunswick East,2,t,702500,4,2,2,1,65,78,2013,Moreland City Council
Brunswick West,1,u,275000,5.2,1,1,1,1388,36,1970,Moreland City Council
Brunswick West,2,h,835000,5.2,2,1,1,207,77,1950,Moreland City Council
Bundoora,3,h,710000,12.1,3,1,1,540,142,1968,Banyule City Council
Carnegie,3,h,1840000,10.1,3,2,1,483,171,1920,Glen Eira City Council
Carnegie,2,u,430000,10.1,2,1,1,2048,68,1960,Glen Eira City Council
Carrum,2,t,495000,31.2,2,1,1,198,94,1980,Kingston City Council
Carrum Downs,2,h,403500,34.9,2,2,3,339,101,2009,Frankston City Council
Caulfield North,1,u,361000,7.8,1,1,1,60,53,1975,Glen Eira City Council
Chadstone,3,u,960000,11.7,3,2,2,382,151,2000,Monash City Council
Coburg,3,h,900000,6.7,3,1,0,227,102,1920,Darebin City Council
Collingwood,1,u,365000,2,1,1,0,0,46,1960,Yarra City Council
Craigieburn,2,t,310000,20.6,2,1,1,38,114,2013,Hume City Council
Croydon,3,h,662000,23,3,1,1,396,120,1950,Maroondah City Council
Delahey,3,h,560000,18,3,2,2,543,153,1995,Brimbank City Council
Dingley Village,3,t,802000,22.2,3,2,2,251,185,1998,Kingston City Council
Dingley Village,3,h,800000,22.2,3,2,4,801,150,1980,Kingston City Council
Dingley Village,4,h,854000,22.2,4,2,2,676,181,1975,Kingston City Council
Donvale,3,t,920000,16.1,3,2,2,239,187,2007,Manningham City Council
Donvale,3,h,904000,16.1,3,1,2,720,116,1960,Manningham City Council
Eaglemont,3,h,1440000,8.9,3,1,2,598,116,1955,Banyule City Council
Eltham,4,h,1054000,18,4,3,2,791,230,1974,Banyule City Council
Endeavour Hills,4,h,625000,28.5,4,2,2,669,165,1980,Casey City Council
Epping,3,h,600000,19.6,3,1,2,524,155,1970,Whittlesea City Council
Epping,3,h,630000,19.6,3,2,2,388,127,2012,Whittlesea City Council
Epping,4,h,1012000,19.6,4,3,3,631,355,2009,Whittlesea City Council
Epping,4,h,565000,19.6,4,2,2,548,110,1985,Whittlesea City Council
Essendon,2,u,502500,7.5,2,1,1,0,62,1980,Moonee Valley City Council
Essendon West,3,h,1410000,7.5,3,2,1,585,198,1950,Moonee Valley City Council
Ferntree Gully,4,h,748888,24.8,4,2,4,1014,280,1960,Knox City Council
